time,node,sfc_1,sfc_2,sfc_3
0,pop1,0.04718887142870154,0.46181421095079267,1
0,pop2,0.04718887142870154,0.46181421095079267,1
100,pop1,0.042554255038629175,0.47147484251993027,1
100,pop2,0.042554255038629175,0.47147484251993027,1
200,pop1,0.039414633264200694,0.47819848543961907,1
200,pop2,0.039414633264200694,0.47819848543961907,1
300,pop1,0.034668249001112504,0.48206366961219255,1
300,pop2,0.034668249001112504,0.48206366961219255,1
400,pop1,0.02900649128707767,0.5108976483666855,1
400,pop2,0.02900649128707767,0.5108976483666855,1
500,pop1,0.029523274657793058,0.5555183419443345,1
500,pop2,0.029523274657793058,0.5555183419443345,1
600,pop1,0.02641085779152726,0.5948441254955449,1
600,pop2,0.02641085779152726,0.5948441254955449,1
700,pop1,0.02341622376094304,0.6372839343582736,1
700,pop2,0.02341622376094304,0.6372839343582736,1
800,pop1,0.021407724198343882,0.6631800469198674,1
800,pop2,0.021407724198343882,0.6631800469198674,1
900,pop1,0.0182103319629068,0.6903223211674184,1
900,pop2,0.0182103319629068,0.6903223211674184,1
1000,pop1,0.01706645491390578,0.7111180372534566,1
1000,pop2,0.01706645491390578,0.7111180372534566,1
1100,pop1,0.014511341716775745,0.7292290049808782,1
1100,pop2,0.014511341716775745,0.7292290049808782,1
1200,pop1,0.011085001029785992,0.7252466528966529,1
1200,pop2,0.011085001029785992,0.7252466528966529,1
1300,pop1,0.007535905968762801,0.7264209157952967,1
1300,pop2,0.007535905968762801,0.7264209157952967,1
1400,pop1,0.008441563121509071,0.7300969209981643,1
1400,pop2,0.008441563121509071,0.7300969209981643,1
1500,pop1,0.0075088347499261245,0.7153327025700373,1
1500,pop2,0.0075088347499261245,0.7153327025700373,1
1600,pop1,0.007048190197951492,0.6866159674506332,1
1600,pop2,0.007048190197951492,0.6866159674506332,1
1700,pop1,0.007328133043689978,0.6623163872532432,1
1700,pop2,0.007328133043689978,0.6623163872532432,1
1800,pop1,0.008948558407485502,0.6377184257901777,1
1800,pop2,0.008948558407485502,0.6377184257901777,1
1900,pop1,0.00963199378370649,0.5894841196997088,1
1900,pop2,0.00963199378370649,0.5894841196997088,1
2000,pop1,0.009320247807353441,0.5384703515524466,1
2000,pop2,0.009320247807353441,0.5384703515524466,1
2100,pop1,0.016341430478647875,0.50036906289659,1
2100,pop2,0.016341430478647875,0.50036906289659,1
2200,pop1,0.037192019787970605,0.47932923924590315,1
2200,pop2,0.037192019787970605,0.47932923924590315,1
2300,pop1,0.05130733733031073,0.4965857091251,1
2300,pop2,0.05130733733031073,0.4965857091251,1
2400,pop1,0.07308482431166309,0.5421993950674552,1
2400,pop2,0.07308482431166309,0.5421993950674552,1
2500,pop1,0.0934055625132585,0.5871124847368185,1
2500,pop2,0.0934055625132585,0.5871124847368185,1
2600,pop1,0.129369624019575,0.6391325818179813,1
2600,pop2,0.129369624019575,0.6391325818179813,1
2700,pop1,0.14603925789191982,0.6543765196423151,1
2700,pop2,0.14603925789191982,0.6543765196423151,1
2800,pop1,0.1612820661886076,0.6588765517438407,1
2800,pop2,0.1612820661886076,0.6588765517438407,1
2900,pop1,0.18461967916279484,0.6668576364953684,1
2900,pop2,0.18461967916279484,0.6668576364953684,1
3000,pop1,0.19453039012420625,0.6690099289714421,1
3000,pop2,0.19453039012420625,0.6690099289714421,1
3100,pop1,0.21300541810564266,0.6739895518204214,1
3100,pop2,0.21300541810564266,0.6739895518204214,1
3200,pop1,0.2283147314358114,0.6779135924507732,1
3200,pop2,0.2283147314358114,0.6779135924507732,1
3300,pop1,0.2445017590906142,0.6850854411554642,1
3300,pop2,0.2445017590906142,0.6850854411554642,1
3400,pop1,0.2544653961869414,0.6903794193482757,1
3400,pop2,0.2544653961869414,0.6903794193482757,1
3500,pop1,0.26066686165461284,0.6935188242344461,1
3500,pop2,0.26066686165461284,0.6935188242344461,1
3600,pop1,0.268996137999209,0.6970808984122502,1
3600,pop2,0.268996137999209,0.6970808984122502,1
3700,pop1,0.27368246759657,0.6979747919485296,1
3700,pop2,0.27368246759657,0.6979747919485296,1
3800,pop1,0.2735017915187498,0.6947083570965842,1
3800,pop2,0.2735017915187498,0.6947083570965842,1
3900,pop1,0.2814436169291971,0.6939151695184289,1
3900,pop2,0.2814436169291971,0.6939151695184289,1
4000,pop1,0.28711451482002015,0.6914047191633007,1
4000,pop2,0.28711451482002015,0.6914047191633007,1
4100,pop1,0.29375370215531926,0.6876008621140516,1
4100,pop2,0.29375370215531926,0.6876008621140516,1
4200,pop1,0.29983018593336097,0.6796743183917461,1
4200,pop2,0.29983018593336097,0.6796743183917461,1
4300,pop1,0.3117567948263666,0.670532058411641,1
4300,pop2,0.3117567948263666,0.670532058411641,1
4400,pop1,0.31665598635358394,0.6569200115594529,1
4400,pop2,0.31665598635358394,0.6569200115594529,1
4500,pop1,0.3227628253392474,0.6470356421248541,1
4500,pop2,0.3227628253392474,0.6470356421248541,1
4600,pop1,0.32808150907195754,0.6462266488568404,1
4600,pop2,0.32808150907195754,0.6462266488568404,1
4700,pop1,0.33439884488757754,0.6493349456983206,1
4700,pop2,0.33439884488757754,0.6493349456983206,1
4800,pop1,0.3375066447686271,0.6492557244882363,1
4800,pop2,0.3375066447686271,0.6492557244882363,1
4900,pop1,0.3516579953857892,0.6557875268450526,1
4900,pop2,0.3516579953857892,0.6557875268450526,1
5000,pop1,0.3627593460706041,0.6718164283199961,1
5000,pop2,0.3627593460706041,0.6718164283199961,1
5100,pop1,0.37528671715962975,0.6896402188847858,1
5100,pop2,0.37528671715962975,0.6896402188847858,1
5200,pop1,0.38677144806741887,0.7066246496872591,1
5200,pop2,0.38677144806741887,0.7066246496872591,1
5300,pop1,0.39869283399815836,0.7230787151127946,1
5300,pop2,0.39869283399815836,0.7230787151127946,1
5400,pop1,0.40361739782413253,0.7273025908349466,1
5400,pop2,0.40361739782413253,0.7273025908349466,1
5500,pop1,0.412626187023424,0.7283658177652731,1
5500,pop2,0.412626187023424,0.7283658177652731,1
5600,pop1,0.41282462907680817,0.732110673108321,1
5600,pop2,0.41282462907680817,0.732110673108321,1
5700,pop1,0.4080930425415093,0.7298514021100866,1
5700,pop2,0.4080930425415093,0.7298514021100866,1
