time,node,inter_arrival_mean
0,pop1,3.466502072631912
0,pop2,3.466502072631912
100,pop1,3.118983927762161
100,pop2,3.118983927762161
200,pop1,2.883111112936317
200,pop2,2.883111112936317
300,pop1,2.642577665286422
300,pop2,2.642577665286422
400,pop1,2.4627063158809217
400,pop2,2.4627063158809217
500,pop1,2.27761289422512
500,pop2,2.27761289422512
600,pop1,2.162069567117682
600,pop2,2.162069567117682
700,pop1,1.9928651866329807
700,pop2,1.9928651866329807
800,pop1,1.8608313152171037
800,pop2,1.8608313152171037
900,pop1,1.7343217226166434
900,pop2,1.7343217226166434
1000,pop1,1.6294555886357152
1000,pop2,1.6294555886357152
1100,pop1,1.5568408604261241
1100,pop2,1.5568408604261241
1200,pop1,1.507734704780854
1200,pop2,1.507734704780854
1300,pop1,1.4513673598293282
1300,pop2,1.4513673598293282
1400,pop1,1.4083836630825037
1400,pop2,1.4083836630825037
1500,pop1,1.4098994571331152
1500,pop2,1.4098994571331152
1600,pop1,1.4027817154246396
1600,pop2,1.4027817154246396
1700,pop1,1.3988946229704153
1700,pop2,1.3988946229704153
1800,pop1,1.4021856009691216
1800,pop2,1.4021856009691216
1900,pop1,1.408579749453806
1900,pop2,1.408579749453806
2000,pop1,1.4004678895203555
2000,pop2,1.4004678895203555
2100,pop1,1.4011232163655258
2100,pop2,1.4011232163655258
2200,pop1,1.3851938024281978
2200,pop2,1.3851938024281978
2300,pop1,1.369962516778089
2300,pop2,1.369962516778089
2400,pop1,1.326012703486398
2400,pop2,1.326012703486398
2500,pop1,1.3006035351257503
2500,pop2,1.3006035351257503
2600,pop1,1.2703258874654646
2600,pop2,1.2703258874654646
2700,pop1,1.2602965463823612
2700,pop2,1.2602965463823612
2800,pop1,1.2459655523251636
2800,pop2,1.2459655523251636
2900,pop1,1.2269048715007511
2900,pop2,1.2269048715007511
3000,pop1,1.2102442365977035
3000,pop2,1.2102442365977035
3100,pop1,1.2112312590681371
3100,pop2,1.2112312590681371
3200,pop1,1.2036836676814018
3200,pop2,1.2036836676814018
3300,pop1,1.2096321772020147
3300,pop2,1.2096321772020147
3400,pop1,1.1675449186944005
3400,pop2,1.1675449186944005
3500,pop1,1.1419279813880305
3500,pop2,1.1419279813880305
3600,pop1,1.1076236900542582
3600,pop2,1.1076236900542582
3700,pop1,1.083526444482932
3700,pop2,1.083526444482932
3800,pop1,1.075574768679029
3800,pop2,1.075574768679029
3900,pop1,1.0903979811010251
