time,node,sfc_1,sfc_2,sfc_3
0,pop1,0.2161771184156557,0.5572655237215489,1
0,pop2,0.2161771184156557,0.5572655237215489,1
100,pop1,0.20257341872282783,0.5598079456028965,1
100,pop2,0.20257341872282783,0.5598079456028965,1
200,pop1,0.1926221597719016,0.5614226549326735,1
200,pop2,0.1926221597719016,0.5614226549326735,1
300,pop1,0.18007503172264258,0.5600798079795022,1
300,pop2,0.18007503172264258,0.5600798079795022,1
400,pop1,0.17573649014652457,0.5848075013711992,1
400,pop2,0.17573649014652457,0.5848075013711992,1
500,pop1,0.177354324848812,0.623225468334042,1
500,pop2,0.177354324848812,0.623225468334042,1
600,pop1,0.17795407144080097,0.6579083284426026,1
600,pop2,0.17795407144080097,0.6579083284426026,1
700,pop1,0.17483648375641125,0.6935234115033035,1
700,pop2,0.17483648375641125,0.6935234115033035,1
800,pop1,0.1700757874527804,0.7143498459547647,1
800,pop2,0.1700757874527804,0.7143498459547647,1
900,pop1,0.1643267639270486,0.7364106015426044,1
900,pop2,0.1643267639270486,0.7364106015426044,1
1000,pop1,0.15962651709172457,0.7530161195572712,1
1000,pop2,0.15962651709172457,0.7530161195572712,1
1100,pop1,0.15546814199787026,0.7679580281370783,1
1100,pop2,0.15546814199787026,0.7679580281370783,1
1200,pop1,0.14859898937210805,0.7634525943677881,1
1200,pop2,0.14859898937210805,0.7634525943677881,1
1300,pop1,0.1418418864453911,0.7634432195370523,1
1300,pop2,0.1418418864453911,0.7634432195370523,1
1400,pop1,0.1396121199470562,0.7658016619845384,1
1400,pop2,0.1396121199470562,0.7658016619845384,1
1500,pop1,0.13673455528999984,0.7523973515186387,1
1500,pop2,0.13673455528999984,0.7523973515186387,1
1600,pop1,0.1312702754045221,0.7258215135903667,1
1600,pop2,0.1312702754045221,0.7258215135903667,1
1700,pop1,0.1272745824012149,0.703119347126969,1
1700,pop2,0.1272745824012149,0.703119347126969,1
1800,pop1,0.12470447330133952,0.6800333181477899,1
1800,pop2,0.12470447330133952,0.6800333181477899,1
1900,pop1,0.1177241865294081,0.6342892440373981,1
1900,pop2,0.1177241865294081,0.6342892440373981,1
2000,pop1,0.10842637651046665,0.5846410910251265,1
2000,pop2,0.10842637651046665,0.5846410910251265,1
2100,pop1,0.10716697114915566,0.5465021942535518,1
2100,pop2,0.10716697114915566,0.5465021942535518,1
2200,pop1,0.11820019903274297,0.5231371336355938,1
2200,pop2,0.11820019903274297,0.5231371336355938,1
2300,pop1,0.13083760978587985,0.5387876542720582,1
2300,pop2,0.13083760978587985,0.5387876542720582,1
2400,pop1,0.1521919161997867,0.5812701487574501,1
2400,pop2,0.1521919161997867,0.5812701487574501,1
2500,pop1,0.17305488595761237,0.6233869310487767,1
2500,pop2,0.17305488595761237,0.6233869310487767,1
2600,pop1,0.20645083363910718,0.6710819576646757,1
2600,pop2,0.20645083363910718,0.6710819576646757,1
2700,pop1,0.22090865408896962,0.6846784059117283,1
2700,pop2,0.22090865408896962,0.6846784059117283,1
2800,pop1,0.23264447147551592,0.6879010768982032,1
2800,pop2,0.23264447147551592,0.6879010768982032,1
2900,pop1,0.2510851355936795,0.6940136257692621,1
2900,pop2,0.2510851355936795,0.6940136257692621,1
3000,pop1,0.25840774942235717,0.6952589288492549,1
3000,pop2,0.25840774942235717,0.6952589288492549,1
3100,pop1,0.27382528048564164,0.6991840208153621,1
3100,pop2,0.27382528048564164,0.6991840208153621,1
3200,pop1,0.28625393932494525,0.7020962898346181,1
3200,pop2,0.28625393932494525,0.7020962898346181,1
