time,node,inter_arrival_mean
0,pop1,3.5471509918307773
0,pop2,3.5471509918307773
100,pop1,3.3426262433419613
100,pop2,3.3426262433419613
200,pop1,3.1898784181633144
200,pop2,3.1898784181633144
300,pop1,3.0125764033156233
300,pop2,3.0125764033156233
400,pop1,3.022265288960405
400,pop2,3.022265288960405
500,pop1,3.046565596694576
500,pop2,3.046565596694576
600,pop1,3.1130834780165215
600,pop2,3.1130834780165215
700,pop1,3.101019363205194
700,pop2,3.101019363205194
800,pop1,3.038406636362394
800,pop2,3.038406636362394
900,pop1,2.9765322802036525
900,pop2,2.9765322802036525
1000,pop1,2.900706011927431
1000,pop2,2.900706011927431
1100,pop1,2.8606478440177905
1100,pop2,2.8606478440177905
1200,pop1,2.7811083558348164
1200,pop2,2.7811083558348164
1300,pop1,2.7065156570269053
1300,pop2,2.7065156570269053
1400,pop1,2.645745362996114
1400,pop2,2.645745362996114
1500,pop1,2.6040679265394413
1500,pop2,2.6040679265394413
1600,pop1,2.502076817430548
1600,pop2,2.502076817430548
1700,pop1,2.416638435121564
1700,pop2,2.416638435121564
1800,pop1,2.336022330139524
1800,pop2,2.336022330139524
1900,pop1,2.182869237843586
1900,pop2,2.182869237843586
2000,pop1,2.000770248584653
2000,pop2,2.000770248584653
2100,pop1,1.846688342576092
2100,pop2,1.846688342576092
2200,pop1,1.6827483965584238
2200,pop2,1.6827483965584238
2300,pop1,1.676628808992055
2300,pop2,1.676628808992055
2400,pop1,1.706889561482858
2400,pop2,1.706889561482858
2500,pop1,1.7571103494779317
2500,pop2,1.7571103494779317
2600,pop1,1.7706988349155703
2600,pop2,1.7706988349155703
2700,pop1,1.7534622496164831
2700,pop2,1.7534622496164831
2800,pop1,1.701702143475473
2800,pop2,1.701702143475473
2900,pop1,1.630293366968684
2900,pop2,1.630293366968684
3000,pop1,1.586089866456937
3000,pop2,1.586089866456937
3100,pop1,1.5456234078156124
3100,pop2,1.5456234078156124
3200,pop1,1.5016279369162142
3200,pop2,1.5016279369162142
3300,pop1,1.480480566383604
3300,pop2,1.480480566383604
3400,pop1,1.4185519737763412
3400,pop2,1.4185519737763412
3500,pop1,1.380502865749623
3500,pop2,1.380502865749623
3600,pop1,1.3280172034450808
3600,pop2,1.3280172034450808
3700,pop1,1.2902223917627742
3700,pop2,1.2902223917627742
3800,pop1,1.2726344759946069
3800,pop2,1.2726344759946069
3900,pop1,1.2640002807730653
3900,pop2,1.2640002807730653
4000,pop1,1.249853786562697
4000,pop2,1.249853786562697
4100,pop1,1.2443520151357557
4100,pop2,1.2443520151357557
4200,pop1,1.2450051452986919
4200,pop2,1.2450051452986919
4300,pop1,1.2408020278118976
4300,pop2,1.2408020278118976
4400,pop1,1.246003561575909
4400,pop2,1.246003561575909
4500,pop1,1.2548211609828819
4500,pop2,1.2548211609828819
4600,pop1,1.2544883791664514
4600,pop2,1.2544883791664514
4700,pop1,1.2677474282479997
4700,pop2,1.2677474282479997
4800,pop1,1.2758571783339687
4800,pop2,1.2758571783339687
4900,pop1,1.2869509324912844
4900,pop2,1.2869509324912844
5000,pop1,1.3144539209420891
5000,pop2,1.3144539209420891
5100,pop1,1.3476642711808102
5100,pop2,1.3476642711808102
5200,pop1,1.4011428805361836
5200,pop2,1.4011428805361836
5300,pop1,1.4414490491811427
5300,pop2,1.4414490491811427
5400,pop1,1.4635118452236051
5400,pop2,1.4635118452236051
5500,pop1,1.4846096472088612
5500,pop2,1.4846096472088612
5600,pop1,1.5040131503947587
5600,pop2,1.5040131503947587
5700,pop1,1.5487766696223144
5700,pop2,1.5487766696223144
5800,pop1,1.588474448765186
5800,pop2,1.588474448765186
5900,pop1,1.6273678739059894
5900,pop2,1.6273678739059894
6000,pop1,1.6721444662504084
6000,pop2,1.6721444662504084
6100,pop1,1.7085219366545794
6100,pop2,1.7085219366545794
6200,pop1,1.7543803251549892
6200,pop2,1.7543803251549892
6300,pop1,1.8054935759227573
6300,pop2,1.8054935759227573
6400,pop1,1.8491237667769898
6400,pop2,1.8491237667769898
6500,pop1,1.9071524344569826
6500,pop2,1.9071524344569826
6600,pop1,2.0116514756210027
6600,pop2,2.0116514756210027
6700,pop1,2.1107687576841587
6700,pop2,2.1107687576841587
6800,pop1,2.242081907707962
6800,pop2,2.242081907707962
6900,pop1,2.315617685192781
6900,pop2,2.315617685192781
7000,pop1,2.3482744371162187
7000,pop2,2.3482744371162187
7100,pop1,2.4383638250589765
7100,pop2,2.4383638250589765
7200,pop1,2.557500418606909
7200,pop2,2.557500418606909
7300,pop1,2.6885236903705354
7300,pop2,2.6885236903705354
7400,pop1,2.868068448963358
7400,pop2,2.868068448963358
7500,pop1,3.0105592053438666
7500,pop2,3.0105592053438666
7600,pop1,3.1545905794876683
7600,pop2,3.1545905794876683
7700,pop1,3.3288495812357426
7700,pop2,3.3288495812357426
7800,pop1,3.463532993669454
7800,pop2,3.463532993669454
7900,pop1,3.698522489193313
7900,pop2,3.698522489193313
8000,pop1,3.8324436058291718
8000,pop2,3.8324436058291718
8100,pop1,3.8167999738533958
8100,pop2,3.8167999738533958
8200,pop1,3.8258734248234423
8200,pop2,3.8258734248234423
8300,pop1,3.740815357320232
8300,pop2,3.740815357320232
8400,pop1,3.598377726073112
8400,pop2,3.598377726073112
8500,pop1,3.631280625134177
8500,pop2,3.631280625134177
8600,pop1,3.622432536677311
8600,pop2,3.622432536677311
8700,pop1,3.6034725139130295
8700,pop2,3.6034725139130295
8800,pop1,3.516021742977456
8800,pop2,3.516021742977456
8900,pop1,3.4206512279561188
8900,pop2,3.4206512279561188
