time,node,inter_arrival_mean
0,pop1,1.7947141095763148
0,pop2,1.7947141095763148
100,pop1,1.9195023416188715
100,pop2,1.9195023416188715
200,pop1,2.043955897232358
200,pop2,2.043955897232358
300,pop1,2.1655014671886295
300,pop2,2.1655014671886295
400,pop1,2.281309193085484
400,pop2,2.281309193085484
500,pop1,2.3884626010629564
500,pop2,2.3884626010629564
600,pop1,2.484172249787123
600,pop2,2.484172249787123
700,pop1,2.5660074470920464
700,pop2,2.5660074470920464
800,pop1,2.632111335964185
800,pop2,2.632111335964185
900,pop1,2.681363407642097
900,pop2,2.681363407642097
1000,pop1,2.7134618198089795
1000,pop2,2.7134618198089795
1100,pop1,2.728913931393386
1100,pop2,2.728913931393386
1200,pop1,2.7289422371864154
1200,pop2,2.7289422371864154
1300,pop1,2.7153284743328636
1300,pop2,2.7153284743328636
1400,pop1,2.6902268339478055
1400,pop2,2.6902268339478055
1500,pop1,2.655976915637086
1500,pop2,2.655976915637086
1600,pop1,2.6149402750785793
1600,pop2,2.6149402750785793
1700,pop1,2.6078870926677853
1700,pop2,2.6078870926677853
1800,pop1,2.662056004025547
1800,pop2,2.662056004025547
1900,pop1,2.6027708451387697
1900,pop2,2.6027708451387697
2000,pop1,2.519699307954556
2000,pop2,2.519699307954556
2100,pop1,2.3994692803799893
2100,pop2,2.3994692803799893
2200,pop1,2.35173825750083
2200,pop2,2.35173825750083
2300,pop1,2.2855781559377673
2300,pop2,2.2855781559377673
2400,pop1,2.2478959030724157
2400,pop2,2.2478959030724157
2500,pop1,2.295944126949084
2500,pop2,2.295944126949084
2600,pop1,2.256064667412504
2600,pop2,2.256064667412504
2700,pop1,2.206837459084085
2700,pop2,2.206837459084085
2800,pop1,2.2101254758530167
2800,pop2,2.2101254758530167
2900,pop1,2.2223219079558616
2900,pop2,2.2223219079558616
3000,pop1,2.228624958533497
3000,pop2,2.228624958533497
3100,pop1,2.1782600985759797
3100,pop2,2.1782600985759797
3200,pop1,2.150236938660428
3200,pop2,2.150236938660428
3300,pop1,2.0927005832923515
3300,pop2,2.0927005832923515
3400,pop1,2.074876229164274
3400,pop2,2.074876229164274
3500,pop1,2.007949937621047
3500,pop2,2.007949937621047
3600,pop1,1.9504905693938535
3600,pop2,1.9504905693938535
3700,pop1,1.8614687302045303
3700,pop2,1.8614687302045303
3800,pop1,1.833366420034509
3800,pop2,1.833366420034509
3900,pop1,1.7570792086217721
3900,pop2,1.7570792086217721
4000,pop1,1.6480651813895084
4000,pop2,1.6480651813895084
4100,pop1,1.5997057385782936
4100,pop2,1.5997057385782936
4200,pop1,1.567912923890526
4200,pop2,1.567912923890526
4300,pop1,1.5173951945613435
4300,pop2,1.5173951945613435
4400,pop1,1.489908129554824
4400,pop2,1.489908129554824
4500,pop1,1.4555973516999992
4500,pop2,1.4555973516999992
4600,pop1,1.417601734192909
4600,pop2,1.417601734192909
4700,pop1,1.4127017634783443
4700,pop2,1.4127017634783443
4800,pop1,1.4176883867377554
4800,pop2,1.4176883867377554
4900,pop1,1.4389106871613255
4900,pop2,1.4389106871613255
5000,pop1,1.4259133371328563
5000,pop2,1.4259133371328563
5100,pop1,1.4076699471413037
5100,pop2,1.4076699471413037
5200,pop1,1.4207214159886716
5200,pop2,1.4207214159886716
5300,pop1,1.4198441491273806
5300,pop2,1.4198441491273806
5400,pop1,1.4406448426315386
5400,pop2,1.4406448426315386
5500,pop1,1.4694641583135664
5500,pop2,1.4694641583135664
5600,pop1,1.49891723344173
5600,pop2,1.49891723344173
5700,pop1,1.4871154478831448
5700,pop2,1.4871154478831448
5800,pop1,1.4751341382377814
5800,pop2,1.4751341382377814
5900,pop1,1.4800012253420534
5900,pop2,1.4800012253420534
6000,pop1,1.484378481700897
6000,pop2,1.484378481700897
6100,pop1,1.4981964723114982
6100,pop2,1.4981964723114982
6200,pop1,1.5103925042379984
6200,pop2,1.5103925042379984
6300,pop1,1.4717172158696676
6300,pop2,1.4717172158696676
6400,pop1,1.5181214949732773
6400,pop2,1.5181214949732773
6500,pop1,1.4945422779843691
6500,pop2,1.4945422779843691
6600,pop1,1.4842713559872778
6600,pop2,1.4842713559872778
6700,pop1,1.444384456625518
6700,pop2,1.444384456625518
6800,pop1,1.4065794008751769
6800,pop2,1.4065794008751769
6900,pop1,1.376601871773295
6900,pop2,1.376601871773295
7000,pop1,1.3657101388078083
7000,pop2,1.3657101388078083
7100,pop1,1.3406157711589786
7100,pop2,1.3406157711589786
7200,pop1,1.3316996648195734
7200,pop2,1.3316996648195734
7300,pop1,1.3241154686012717
7300,pop2,1.3241154686012717
7400,pop1,1.3276844457393386
7400,pop2,1.3276844457393386
7500,pop1,1.3230076436663354
7500,pop2,1.3230076436663354
7600,pop1,1.3161729214728501
7600,pop2,1.3161729214728501
7700,pop1,1.3525376800828934
7700,pop2,1.3525376800828934
7800,pop1,1.380352824615598
7800,pop2,1.380352824615598
7900,pop1,1.4123736406428284
7900,pop2,1.4123736406428284
8000,pop1,1.4497218335959474
8000,pop2,1.4497218335959474
8100,pop1,1.4927653471803835
8100,pop2,1.4927653471803835
8200,pop1,1.5419608315733595
8200,pop2,1.5419608315733595
8300,pop1,1.597863288550114
8300,pop2,1.597863288550114
8400,pop1,1.6611385144172661
8400,pop2,1.6611385144172661
8500,pop1,1.7325786324243457
8500,pop2,1.7325786324243457
8600,pop1,1.8131210677529384
8600,pop2,1.8131210677529384
8700,pop1,1.9038713457802183
8700,pop2,1.9038713457802183
8800,pop1,2.0061300609002766
8800,pop2,2.0061300609002766
8900,pop1,2.121424219567749
8900,pop2,2.121424219567749
9000,pop1,2.251542822170956
9000,pop2,2.251542822170956
9100,pop1,2.398575869817818
9100,pop2,2.398575869817818
9200,pop1,2.564954725346601
9200,pop2,2.564954725346601
9300,pop1,2.753489534586756
9300,pop2,2.753489534586756
9400,pop1,2.967395607976536
9400,pop2,2.967395607976536
