time,node,inter_arrival_mean
0,pop1,2.731542704584076
0,pop2,2.731542704584076
100,pop1,1.8709610991965964
100,pop2,1.8709610991965964
200,pop1,3.103325307318952
200,pop2,3.103325307318952
300,pop1,1.8190778785230686
300,pop2,1.8190778785230686
400,pop1,2.5396642563738645
400,pop2,2.5396642563738645
500,pop1,2.585691082541002
500,pop2,2.585691082541002
600,pop1,1.5586347244797127
600,pop2,1.5586347244797127
700,pop1,5.9324341952990425
700,pop2,5.9324341952990425
800,pop1,5.102793280967688
800,pop2,5.102793280967688
900,pop1,1.5901650135062173
900,pop2,1.5901650135062173
1000,pop1,1.4842571484578582
1000,pop2,1.4842571484578582
1100,pop1,2.560509799150047
1100,pop2,2.560509799150047
1200,pop1,2.712344849937545
1200,pop2,2.712344849937545
1300,pop1,2.908253095226119
1300,pop2,2.908253095226119
1400,pop1,2.6793385169586035
1400,pop2,2.6793385169586035
1500,pop1,4.720309730402438
1500,pop2,4.720309730402438
1600,pop1,4.07481203015102
1600,pop2,4.07481203015102
1700,pop1,3.321592306919213
1700,pop2,3.321592306919213
1800,pop1,5.766129195733457
1800,pop2,5.766129195733457
1900,pop1,1.4411759493252128
1900,pop2,1.4411759493252128
2000,pop1,3.5921489779935545
2000,pop2,3.5921489779935545
2100,pop1,1.4162424895951662
2100,pop2,1.4162424895951662
2200,pop1,2.7982269753102718
2200,pop2,2.7982269753102718
2300,pop1,1.9558017226441873
2300,pop2,1.9558017226441873
2400,pop1,1.4925368302937074
2400,pop2,1.4925368302937074
2500,pop1,5.672133544425934
2500,pop2,5.672133544425934
2600,pop1,2.3537024744418336
2600,pop2,2.3537024744418336
2700,pop1,2.6517113939410177
2700,pop2,2.6517113939410177
2800,pop1,2.0174146728805
2800,pop2,2.0174146728805
2900,pop1,1.7480911696668537
2900,pop2,1.7480911696668537
3000,pop1,2.5516568532765525
3000,pop2,2.5516568532765525
3100,pop1,1.9094217302783603
3100,pop2,1.9094217302783603
3200,pop1,1.3125675098218037
3200,pop2,1.3125675098218037
3300,pop1,4.0370446564082005
3300,pop2,4.0370446564082005
3400,pop1,1.095759031003949
3400,pop2,1.095759031003949
3500,pop1,1.5287256913707077
3500,pop2,1.5287256913707077
3600,pop1,2.815042898660392
3600,pop2,2.815042898660392
3700,pop1,1.6880792139267562
3700,pop2,1.6880792139267562
3800,pop1,1.9174285777963374
3800,pop2,1.9174285777963374
3900,pop1,1.1936582074327433
3900,pop2,1.1936582074327433
4000,pop1,1.1670663311673295
4000,pop2,1.1670663311673295
4100,pop1,2.2737955091555393
4100,pop2,2.2737955091555393
4200,pop1,1.1788283621552804
4200,pop2,1.1788283621552804
4300,pop1,2.153416542182538
4300,pop2,2.153416542182538
4400,pop1,1.347241520421078
4400,pop2,1.347241520421078
4500,pop1,1.316568533683944
4500,pop2,1.316568533683944
4600,pop1,1.0094309090351479
4600,pop2,1.0094309090351479
4700,pop1,1.7228310980417179
4700,pop2,1.7228310980417179
4800,pop1,1.778468161898295
4800,pop2,1.778468161898295
4900,pop1,1.2280347129323756
4900,pop2,1.2280347129323756
5000,pop1,1.7112537358926303
5000,pop2,1.7112537358926303
5100,pop1,1.8618062943678415
5100,pop2,1.8618062943678415
5200,pop1,1.3166059014753642
5200,pop2,1.3166059014753642
5300,pop1,1.3091339830082078
5300,pop2,1.3091339830082078
5400,pop1,1.1997830245782037
5400,pop2,1.1997830245782037
5500,pop1,1.5131664560163276
5500,pop2,1.5131664560163276
5600,pop1,1.0336682590624002
5600,pop2,1.0336682590624002
5700,pop1,1.2754039593171185
5700,pop2,1.2754039593171185
5800,pop1,1.31636260585177
5800,pop2,1.31636260585177
