time,node,inter_arrival_mean
0,pop0,2.5527464629126637
0,pop1,2.5527464629126637
1000,pop0,2.5935961804566623
1000,pop1,2.5935961804566623
2000,pop0,2.65367876403176
2000,pop1,2.65367876403176
3000,pop0,2.6923028032326295
3000,pop1,2.6923028032326295
4000,pop0,2.792537648479816
4000,pop1,2.792537648479816
5000,pop0,2.9600736893631114
5000,pop1,2.9600736893631114
6000,pop0,3.140566113256815
6000,pop1,3.140566113256815
7000,pop0,3.284491742290036
7000,pop1,3.284491742290036
8000,pop0,3.407197823775177
8000,pop1,3.407197823775177
9000,pop0,3.5577903501764103
9000,pop1,3.5577903501764103
10000,pop0,3.658654574356983
10000,pop1,3.658654574356983
11000,pop0,3.7526300052435495
11000,pop1,3.7526300052435495
12000,pop0,3.8066689994783443
12000,pop1,3.8066689994783443
13000,pop0,3.817512302865188
13000,pop1,3.817512302865188
14000,pop0,3.847730781033308
14000,pop1,3.847730781033308
15000,pop0,3.87803683999177
15000,pop1,3.87803683999177
16000,pop0,3.858845091035712
16000,pop1,3.858845091035712
17000,pop0,3.7338444637944876
17000,pop1,3.7338444637944876
18000,pop0,3.519965357490728
18000,pop1,3.519965357490728
19000,pop0,3.2713219465656365
19000,pop1,3.2713219465656365
20000,pop0,3.0120212186074413
20000,pop1,3.0120212186074413
21000,pop0,2.7419745835208995
21000,pop1,2.7419745835208995
22000,pop0,2.4788407973138287
22000,pop1,2.4788407973138287
23000,pop0,2.322363455437125
23000,pop1,2.322363455437125
24000,pop0,2.2065118547608384
24000,pop1,2.2065118547608384
25000,pop0,2.1271504231393834
25000,pop1,2.1271504231393834
26000,pop0,2.069174971985155
26000,pop1,2.069174971985155
27000,pop0,1.9908294940416005
27000,pop1,1.9908294940416005
28000,pop0,1.9181464813469011
28000,pop1,1.9181464813469011
29000,pop0,1.8433145702198053
29000,pop1,1.8433145702198053
30000,pop0,1.7825660429114856
30000,pop1,1.7825660429114856
31000,pop0,1.7588405204258308
31000,pop1,1.7588405204258308
32000,pop0,1.7390555787186548
32000,pop1,1.7390555787186548
33000,pop0,1.7322081025236233
33000,pop1,1.7322081025236233
34000,pop0,1.711663953285909
34000,pop1,1.711663953285909
35000,pop0,1.695932697243946
35000,pop1,1.695932697243946
36000,pop0,1.6707095652193737
36000,pop1,1.6707095652193737
37000,pop0,1.654283434957329
37000,pop1,1.654283434957329
38000,pop0,1.6347044492756035
38000,pop1,1.6347044492756035
39000,pop0,1.617861402122309
39000,pop1,1.617861402122309
40000,pop0,1.6034257497203432
40000,pop1,1.6034257497203432
41000,pop0,1.5980689421967513
41000,pop1,1.5980689421967513
42000,pop0,1.5948844501963348
42000,pop1,1.5948844501963348
43000,pop0,1.591353554712453
43000,pop1,1.591353554712453
44000,pop0,1.5882510618933505
44000,pop1,1.5882510618933505
45000,pop0,1.5831338919072881
45000,pop1,1.5831338919072881
46000,pop0,1.570009989872673
46000,pop1,1.570009989872673
47000,pop0,1.542366296181504
47000,pop1,1.542366296181504
48000,pop0,1.50345030580314
48000,pop1,1.50345030580314
49000,pop0,1.4730606213087758
49000,pop1,1.4730606213087758
50000,pop0,1.4469699642220668
50000,pop1,1.4469699642220668
51000,pop0,1.4336274117830001
51000,pop1,1.4336274117830001
52000,pop0,1.4407606803177584
52000,pop1,1.4407606803177584
53000,pop0,1.4510241532496881
53000,pop1,1.4510241532496881
54000,pop0,1.4584853615719722
54000,pop1,1.4584853615719722
55000,pop0,1.4682792575548784
55000,pop1,1.4682792575548784
56000,pop0,1.4862906181216753
56000,pop1,1.4862906181216753
57000,pop0,1.5226226441306585
57000,pop1,1.5226226441306585
58000,pop0,1.5600101155885757
58000,pop1,1.5600101155885757
59000,pop0,1.5929365683605663
59000,pop1,1.5929365683605663
60000,pop0,1.6336925627861771
60000,pop1,1.6336925627861771
61000,pop0,1.671659462503985
61000,pop1,1.671659462503985
62000,pop0,1.703576785794009
62000,pop1,1.703576785794009
63000,pop0,1.7038474324195327
63000,pop1,1.7038474324195327
64000,pop0,1.6478034151895018
64000,pop1,1.6478034151895018
65000,pop0,1.5938974787438045
65000,pop1,1.5938974787438045
66000,pop0,1.5536304541028072
66000,pop1,1.5536304541028072
67000,pop0,1.50652041272611
67000,pop1,1.50652041272611
68000,pop0,1.454049598678622
68000,pop1,1.454049598678622
69000,pop0,1.3975475898641088
69000,pop1,1.3975475898641088
70000,pop0,1.3460362376357151
70000,pop1,1.3460362376357151
71000,pop0,1.3192962655872948
71000,pop1,1.3192962655872948
72000,pop0,1.3045741826557173
72000,pop1,1.3045741826557173
73000,pop0,1.2770146726904845
73000,pop1,1.2770146726904845
74000,pop0,1.264656011097043
74000,pop1,1.264656011097043
75000,pop0,1.2409483674070492
75000,pop1,1.2409483674070492
76000,pop0,1.2312190693242653
76000,pop1,1.2312190693242653
77000,pop0,1.2635807230494411
77000,pop1,1.2635807230494411
78000,pop0,1.2775218270937374
78000,pop1,1.2775218270937374
79000,pop0,1.2959578131040372
79000,pop1,1.2959578131040372
80000,pop0,1.3174162209611995
80000,pop1,1.3174162209611995
81000,pop0,1.3302779073319475
81000,pop1,1.3302779073319475
82000,pop0,1.3623250582506332
82000,pop1,1.3623250582506332
83000,pop0,1.4777648981385607
83000,pop1,1.4777648981385607
84000,pop0,1.6213751256977185
84000,pop1,1.6213751256977185
85000,pop0,1.8102605436678278
85000,pop1,1.8102605436678278
86000,pop0,2.005587107266585
86000,pop1,2.005587107266585
87000,pop0,2.103979252394833
87000,pop1,2.103979252394833
88000,pop0,2.2223820172350175
88000,pop1,2.2223820172350175
89000,pop0,2.3383248563895007
89000,pop1,2.3383248563895007
90000,pop0,2.454634589543742
90000,pop1,2.454634589543742
91000,pop0,2.5719756320716236
91000,pop1,2.5719756320716236
92000,pop0,2.688768455205041
92000,pop1,2.688768455205041
93000,pop0,2.8126076500969512
93000,pop1,2.8126076500969512
94000,pop0,2.93893293157655
94000,pop1,2.93893293157655
